,Park Name,Taxon Group,Scientific Name,Common Name,Occurrence
1023,Glacier National Park,Vascular Plant,Salix farriae,FARR'S WILLOW,Present
1024,Glacier National Park,Vascular Plant,Salix geyeriana,GEYER'S WILLOW,Present
1025,Glacier National Park,Vascular Plant,Salix glauca,GLAUCOUS WILLOW,Present
1026,Glacier National Park,Vascular Plant,Salix lucida ssp. caudata,WHIPLASH WILLOW,Present
1027,Glacier National Park,Vascular Plant,Salix melanopsis,DUSKY WILLOW,Present
1028,Glacier National Park,Vascular Plant,Salix nivalis,SNOW WILLOW,Present
1029,Glacier National Park,Vascular Plant,Salix planifolia,TEA-LEAVED WILLOW,Present
1030,Glacier National Park,Vascular Plant,Salix prolixa,MACKENZIE'S WILLOW,Present
1031,Glacier National Park,Vascular Plant,Salix pseudomonticola,MOUNTAIN WILLOW,Present
1032,Glacier National Park,Vascular Plant,Salix scouleriana,SCOULER'S WILLOW,Present
1033,Glacier National Park,Vascular Plant,Salix serissima,FALL WILLOW,Present
1034,Glacier National Park,Vascular Plant,Salix sitchensis,SITKA WILLOW,Present
1035,Glacier National Park,Vascular Plant,Salix vestita,ROCK WILLOW,Present
1036,Glacier National Park,Vascular Plant,Viola adunca var. adunca,EARLY BLUE VIOLET,Present
1037,Glacier National Park,Vascular Plant,Viola canadensis,CANADA VIOLET,Present
1038,Glacier National Park,Vascular Plant,Viola glabella,STREAM VIOLET,Present
1039,Glacier National Park,Vascular Plant,Viola macloskeyi,SMALL WHITE VIOLET,Present
1040,Glacier National Park,Vascular Plant,Viola nephrophylla,NORTHERN BOG VIOLET,Present
1041,Glacier National Park,Vascular Plant,Viola orbiculata,DARKWOODS VIOLET,Present
1042,Glacier National Park,Vascular Plant,Viola palustris,MARSH-VIOLET,Present
1043,Glacier National Park,Vascular Plant,Viola purpurea ssp. venosa,GOOSEFOOT VIOLET,Present
1044,Glacier National Park,Vascular Plant,Viola renifolia,KIDNEY-LEAVED VIOLET,Present
1045,Glacier National Park,Vascular Plant,Viola vallicola var. major,NUTTALL'S VIOLET,Present
1046,Glacier National Park,Vascular Plant,Iliamna rivularis,STREAMBANK GLOBEMALLOW,Present
1047,Glacier National Park,Vascular Plant,Malva neglecta,DWARF MALLOW,Present
1048,Glacier National Park,Vascular Plant,Camissonia breviflora,SHORT-FLOWERED EVENING-PRIMROSE,Present
1049,Glacier National Park,Vascular Plant,Chamerion angustifolium ssp. angustifolium,FIREWEED,Present
1050,Glacier National Park,Vascular Plant,Chamerion latifolium,ALPINE FIREWEED,Present
1051,Glacier National Park,Vascular Plant,Circaea alpina ssp. alpina,ENCHANTER'S NIGHTSHADE,Present
1052,Glacier National Park,Vascular Plant,Circaea alpina ssp. pacifica,ENCHANTER'S NIGHTSHADE,Present
1053,Glacier National Park,Vascular Plant,Clarkia pulchella,PURSH ELK HORNS,Present
1054,Glacier National Park,Vascular Plant,Epilobium anagallidifolium,ALPINE WILLOW-HERB,Present
1055,Glacier National Park,Vascular Plant,Epilobium brachycarpum,TALL WILLOW-HERB,Present
1056,Glacier National Park,Vascular Plant,Epilobium ciliatum ssp. ciliatum,FRINGED WILLOW-HERB,Present
1057,Glacier National Park,Vascular Plant,Epilobium ciliatum ssp. glandulosum,FRINGED WILLOW-HERB,Present
1058,Glacier National Park,Vascular Plant,Epilobium clavatum,CLUBFRUIT WILLOW-HERB,Present
1059,Glacier National Park,Vascular Plant,Epilobium glaberrimum ssp. fastigiatum,SMOOTH WILLOW-HERB,Present
1060,Glacier National Park,Vascular Plant,Epilobium halleanum,GLANDULAR WILLOW-HERB],Present
1061,Glacier National Park,Vascular Plant,Epilobium hornemannii ssp. hornemannii,HORNEMAN'S WILLOW-HERB,Present
1062,Glacier National Park,Vascular Plant,Epilobium lactiflorum,BROADLEAF WILLOW-HERB,Present
1063,Glacier National Park,Vascular Plant,Epilobium leptocarpum,SLENDERFRUIT WILLOW-HERB,Present
1064,Glacier National Park,Vascular Plant,Epilobium palustre,SWAMP WILLOW-HERB,Present
1065,Glacier National Park,Vascular Plant,Epilobium pygmaeum,SMOOTH SPIKE-PRIMROSE,Present
1066,Glacier National Park,Vascular Plant,Epilobium saximontanum,ROCKY MOUNTAIN WILLOW-HERB,Present
1067,Glacier National Park,Vascular Plant,Gaura coccinea,SCARLET GAURA,Present
1068,Glacier National Park,Vascular Plant,Gayophytum diffusum ssp. parviflorum,SPREADING GROUNDSMOKE,Present
1069,Glacier National Park,Vascular Plant,Gayophytum humile,DWARF GROUNDSMOKE,Present
1070,Glacier National Park,Vascular Plant,Gayophytum racemosum,RACEMED GROUNDSMOKE,Present
1071,Glacier National Park,Vascular Plant,Oenothera caespitosa,ROCK-ROSE,Present
1072,Glacier National Park,Vascular Plant,Oenothera villosa ssp. strigosa,COMMON EVENING-PRIMROSE,Present
1073,Glacier National Park,Vascular Plant,Nuphar luteum var. polysepalum,INDIAN POND LILY,Present
1074,Glacier National Park,Vascular Plant,Nuphar luteum var. variegatum,YELLOW POND LILY,Present
1075,Glacier National Park,Vascular Plant,Botrychium hesperium,CAMOMILE GRAPE-FERN,Present
1076,Glacier National Park,Vascular Plant,Botrychium lanceolatum var. angustisegmentum,LANCE-LEAVED GRAPE-FERN,Present
1077,Glacier National Park,Vascular Plant,Botrychium lanceolatum var. lanceolatum,LANCE-LEAVED GRAPE-FERN,Present
1078,Glacier National Park,Vascular Plant,Botrychium lunaria,COMMON MOONWORT,Present
1079,Glacier National Park,Vascular Plant,Botrychium minganense,MINGAN MOONWORT,Present
1080,Glacier National Park,Vascular Plant,Botrychium montanum,MOUNTAIN MOONWORT,Present
1081,Glacier National Park,Vascular Plant,Botrychium multifidum,LEATHERY GRAPE-FERN,Present
1082,Glacier National Park,Vascular Plant,Botrychium paradoxum,PECULIAR MOONWORT,Present
1083,Glacier National Park,Vascular Plant,Botrychium pinnatum,NORTHERN GRAPE-FERN,Present
1084,Glacier National Park,Vascular Plant,Botrychium simplex,LITTLE GRAPE-FERN,Present
1085,Glacier National Park,Vascular Plant,Botrychium virginianum,VIRGINIA GRAPE-FERN,Present
1086,Glacier National Park,Vascular Plant,Ophioglossum pusillum,ADDER'S-TONGUE,Present
1087,Glacier National Park,Vascular Plant,Juniperus communis var. montana,COMMON JUNIPER,Present
1088,Glacier National Park,Vascular Plant,Juniperus horizontalis,CREEPING JUNIPER,Present
1089,Glacier National Park,Vascular Plant,Juniperus scopulorum,ROCKY MOUNTAIN JUNIPER,Present
1090,Glacier National Park,Vascular Plant,Thuja plicata,WESTERN RED CEDAR,Present
1091,Glacier National Park,Vascular Plant,Abies grandis,GRAND FIR,Present
1092,Glacier National Park,Vascular Plant,Abies lasiocarpa var. lasiocarpa,SUBALPINE FIR,Present
1093,Glacier National Park,Vascular Plant,Larix lyallii,SUBALPINE LARCH,Present
1094,Glacier National Park,Vascular Plant,Larix occidentalis,WESTERN LARCH,Present
1095,Glacier National Park,Vascular Plant,Picea engelmannii,ENGELMANN'S SPRUCE,Present
1096,Glacier National Park,Vascular Plant,Picea glauca,WHITE SPRUCE,Present
1097,Glacier National Park,Vascular Plant,Pinus albicaulis,WHITEBARK PINE,Present
1098,Glacier National Park,Vascular Plant,Pinus contorta var. latifolia,LODGEPOLE PINE,Present
1099,Glacier National Park,Vascular Plant,Pinus flexilis,LIMBER PINE,Present
1100,Glacier National Park,Vascular Plant,Pinus monticola,WESTERN WHITE PINE,Present
1101,Glacier National Park,Vascular Plant,Pinus ponderosa var. ponderosa,PONDEROSA PINE,Present
1102,Glacier National Park,Vascular Plant,Pseudotsuga menziesii var. glauca,DOUGLAS FIR,Present
1103,Glacier National Park,Vascular Plant,Tsuga heterophylla,WESTERN HEMLOCK,Present
1104,Glacier National Park,Vascular Plant,Taxus brevifolia,PACIFIC YEW,Present
1105,Glacier National Park,Vascular Plant,Carex albonigra,BLACK-AND-WHITE-SCALED SEDGE,Present
1106,Glacier National Park,Vascular Plant,Carex aperta,COLUMBIAN SEDGE,Present
1107,Glacier National Park,Vascular Plant,Carex aquatilis,WATER SEDGE,Present
1108,Glacier National Park,Vascular Plant,Carex arcta,NORTHERN CLUSTERED SEDGE,Present
1109,Glacier National Park,Vascular Plant,Carex atherodes,AWNED SEDGE,Present
1110,Glacier National Park,Vascular Plant,Carex athrostachya,SLENDER-BEAKED SEDGE,Present
1111,Glacier National Park,Vascular Plant,Carex atrosquama,BLACKENED SEDGE,Present
1112,Glacier National Park,Vascular Plant,Carex aurea,GOLDEN SEDGE,Present
1113,Glacier National Park,Vascular Plant,Carex backii,BACK'S SEDGE,Present
1114,Glacier National Park,Vascular Plant,Carex bebbii,BEBB'S SEDGE,Present
1115,Glacier National Park,Vascular Plant,Carex brevior,SHORT-BEAKED SEDGE,Present
1116,Glacier National Park,Vascular Plant,Carex brunnescens,BROWNISH SEDGE,Present
1117,Glacier National Park,Vascular Plant,Carex buxbaumii,BUXBAUM'S SEDGE,Present
1118,Glacier National Park,Vascular Plant,Carex canescens,GRAY SEDGE,Present
1119,Glacier National Park,Vascular Plant,Carex capillaris,HAIR SEDGE,Present
1120,Glacier National Park,Vascular Plant,Carex chordorrhiza,ROPE-ROOT SEDGE,Present
1121,Glacier National Park,Vascular Plant,Carex concinna,NORTHERN SEDGE,Present
1122,Glacier National Park,Vascular Plant,Carex concinnoides,NORTHWEST SEDGE,Present
1123,Glacier National Park,Vascular Plant,Carex crawfordii,CRAWFORD'S SEDGE,Present
1124,Glacier National Park,Vascular Plant,Carex cusickii,CUSICK'S SEDGE,Present
1125,Glacier National Park,Vascular Plant,Carex deweyana,DEWEY'S SEDGE,Present
1126,Glacier National Park,Vascular Plant,Carex diandra,LESSER PANICLED SEDGE,Present
1127,Glacier National Park,Vascular Plant,Carex disperma,SOFT-LEAVED SEDGE,Present
1128,Glacier National Park,Vascular Plant,Carex douglasii,DOUGLAS' SEDGE,Present
1129,Glacier National Park,Vascular Plant,Carex duriuscula,NEEDLELEAF SEDGE,Present
1130,Glacier National Park,Vascular Plant,Carex elynoides,KOBRESIA-LIKE SEDGE,Present
1131,Glacier National Park,Vascular Plant,Carex filifolia,THREAD-LEAVED SEDGE,Present
1132,Glacier National Park,Vascular Plant,Carex flava,YELLOW SEDGE,Present
1133,Glacier National Park,Vascular Plant,Carex foenea,BRONZE SEDGE,Present
1134,Glacier National Park,Vascular Plant,Carex foenea var. foenea,SILVERTOP SEDGE,Present
1135,Glacier National Park,Vascular Plant,Carex geyeri,GEYER'S SEDGE,Present
1136,Glacier National Park,Vascular Plant,Carex gynocrates,YELLOW BOG SEDGE,Present
1137,Glacier National Park,Vascular Plant,Carex haydeniana,HAYDEN'S SEDGE,Present
1138,Glacier National Park,Vascular Plant,Carex heteroneura var. epapillosa,BLACKENED SEDGE,Present
1139,Glacier National Park,Vascular Plant,Carex hoodii,HOOD'S SEDGE,Present
1140,Glacier National Park,Vascular Plant,Carex incurviformis var. incurviformis,CURVED SEDGE,Present
1141,Glacier National Park,Vascular Plant,Carex inops ssp. heliophila,LONG STOLEN SEDGE,Present
1142,Glacier National Park,Vascular Plant,Carex interior,INLAND SEDGE,Present
1143,Glacier National Park,Vascular Plant,Carex lachenalii,TWO-PARTED SEDGE,Present
1144,Glacier National Park,Vascular Plant,Carex laeviculmis,SMOOTH-STEM SEDGE,Present
1145,Glacier National Park,Vascular Plant,Carex lasiocarpa var. americana,SLENDER SEDGE,Present
1146,Glacier National Park,Vascular Plant,Carex lenticularis var. dolia,ENANDER'S SEDGE,Present
1147,Glacier National Park,Vascular Plant,Carex lenticularis var. lipocarpa,KELLOGG'S SEDGE,Present
1148,Glacier National Park,Vascular Plant,Carex leptalea,BRISTLE-STALKED SEDGE,Present
1149,Glacier National Park,Vascular Plant,Carex limosa,MUD SEDGE,Present
1150,Glacier National Park,Vascular Plant,Carex livida,PALE SEDGE,Present
1151,Glacier National Park,Vascular Plant,Carex magellanica ssp. irrigua,BOREAL BOG SEDGE,Present
1152,Glacier National Park,Vascular Plant,Carex mertensii,MERTEN'S SEDGE,Present
1153,Glacier National Park,Vascular Plant,Carex microptera,SMALL WINGED SEDGE,Present
1154,Glacier National Park,Vascular Plant,Carex nardina,SPIKENARD SEDGE,Present
1155,Glacier National Park,Vascular Plant,Carex nebrascensis,NEBRASKA SEDGE,Present
1156,Glacier National Park,Vascular Plant,Carex nigricans,BLACK ALPINE SEDGE,Present
1157,Glacier National Park,Vascular Plant,Carex norvegica ssp. inferalpina,SCANDINAVIAN SEDGE,Present
1158,Glacier National Park,Vascular Plant,Carex obtusata,BLUNT SEDGE,Present
1159,Glacier National Park,Vascular Plant,Carex pachystachya,THICK-HEADED SEDGE,Present
1160,Glacier National Park,Vascular Plant,Carex paysonis,PAYSON'S SEDGE,Present
1161,Glacier National Park,Vascular Plant,Carex pellita,WOOLLY SEDGE,Present
1162,Glacier National Park,Vascular Plant,Carex petasata,LIDDON'S SEDGE,Present
1163,Glacier National Park,Vascular Plant,Carex petricosa,ROCK SEDGE,Present
1164,Glacier National Park,Vascular Plant,Carex phaeocephala,DUNHEAD SEDGE,Present
1165,Glacier National Park,Vascular Plant,Carex platylepis,BROADSCALE SEDGE,Present
1166,Glacier National Park,Vascular Plant,Carex podocarpa,SHORTSTALK SEDGE,Present
1167,Glacier National Park,Vascular Plant,Carex praegracilis,CLUSTERED FIELD SEDGE,Present
1168,Glacier National Park,Vascular Plant,Carex praticola,MEADOW SEDGE,Present
1169,Glacier National Park,Vascular Plant,Carex preslii,PRESL'S SEDGE,Present
1170,Glacier National Park,Vascular Plant,Carex pyrenaica,PYRENEAN SEDGE,Present
1171,Glacier National Park,Vascular Plant,Carex raynoldsii,REYNOLD'S SEDGE,Present
1172,Glacier National Park,Vascular Plant,Carex rossii,ROSS'S SEDGE,Present
1173,Glacier National Park,Vascular Plant,Carex rostrata,BEAKED SEDGE,Present
1174,Glacier National Park,Vascular Plant,Carex rupestris,CURLY SEDGE,Present
1175,Glacier National Park,Vascular Plant,Carex sartwellii,SARTWELL'S SEDGE,Present
1176,Glacier National Park,Vascular Plant,Carex saxatilis,RUSSET SEDGE,Present
1177,Glacier National Park,Vascular Plant,Carex scirpoidea,SINGLE-SPIKE SEDGE,Present
1178,Glacier National Park,Vascular Plant,Carex simulata,ANALOGNE SEDGE,Present
1179,Glacier National Park,Vascular Plant,Carex spectabilis,SHOWY SEDGE,Present
1180,Glacier National Park,Vascular Plant,Carex stipata,SAWBEAK SEDGE,Present
1181,Glacier National Park,Vascular Plant,Carex tahoensis,TAHOE SEDGE,Present
1182,Glacier National Park,Vascular Plant,Carex tenuiflora,WEAK-FLOWERED SEDGE,Present
1183,Glacier National Park,Vascular Plant,Carex utriculata,BEAKED SEDGE,Present
1184,Glacier National Park,Vascular Plant,Carex vesicaria var. vesicaria,INFLATED SEDGE,Present
1185,Glacier National Park,Vascular Plant,Carex viridula,GREEN SEDGE,Present
1186,Glacier National Park,Vascular Plant,Dulichium arundinaceum,DULICHIUM,Present
1187,Glacier National Park,Vascular Plant,Eleocharis acicularis,NEEDLE SPIKE-RUSH,Present
1188,Glacier National Park,Vascular Plant,Eleocharis elliptica,SLENDER SPIKE-RUSH,Present
1189,Glacier National Park,Vascular Plant,Eleocharis palustris,COMMON SPIKE-RUSH,Present
1190,Glacier National Park,Vascular Plant,Eleocharis quinqueflora,FEW FLOWERED SPIKE-RUSH,Present
1191,Glacier National Park,Vascular Plant,Eriophorum angustifolium ssp. subarcticum,MANY-SPIKED COTTON-GRASS,Present
1192,Glacier National Park,Vascular Plant,Eriophorum chamissonis,CHAMISSOI'S COTTON-GRASS,Present
1193,Glacier National Park,Vascular Plant,Eriophorum gracile,SLENDER COTTON-GRASS,Present
1194,Glacier National Park,Vascular Plant,Eriophorum viridicarinatum,GREEN-KEELED COTTON-GRASS,Present
1195,Glacier National Park,Vascular Plant,Kobresia myosuroides,BELLARD'S KOBRESIA,Present
1196,Glacier National Park,Vascular Plant,Kobresia simpliciuscula,SIMPLE KOBRESIA,Present
1197,Glacier National Park,Vascular Plant,Schoenoplectus acutus,HARDSTEM BULRUSH,Present
1198,Glacier National Park,Vascular Plant,Schoenoplectus subterminalis,WATER BULRUSH,Present
1199,Glacier National Park,Vascular Plant,Scirpus microcarpus,SMALL-FRUITED BULRUSH,Present
1200,Glacier National Park,Vascular Plant,Trichophorum alpinum,HUDSON'S BAY BULRUSH,Present
1201,Glacier National Park,Vascular Plant,Trichophorum caespitosum,TUFTED CLUBRUSH,Present
1202,Glacier National Park,Vascular Plant,Juncus albescens,THREE-FLOWERED RUSH,Present
1203,Glacier National Park,Vascular Plant,Juncus alpinoarticulatus,NORTHERN RUSH,Present
1204,Glacier National Park,Vascular Plant,Juncus balticus var. montanus,WIREGRASS,Present
1205,Glacier National Park,Vascular Plant,Juncus biglumis,TWO-FLOWERED RUSH,Present
1206,Glacier National Park,Vascular Plant,Juncus bufonius,TOAD RUSH,Present
1207,Glacier National Park,Vascular Plant,Juncus castaneus,CHESTNUT RUSH,Present
1208,Glacier National Park,Vascular Plant,Juncus confusus,COLORADO RUSH,Present
1209,Glacier National Park,Vascular Plant,Juncus drummondii var. drummondii,DRUMMOND'S RUSH,Present
1210,Glacier National Park,Vascular Plant,Juncus drummondii var. subtriflorus,DRUMMOND'S RUSH,Present
1211,Glacier National Park,Vascular Plant,Juncus ensifolius var. ensifolius,DAGGER-LEAF RUSH,Present
1212,Glacier National Park,Vascular Plant,Juncus filiformis,THREAD RUSH,Present
1213,Glacier National Park,Vascular Plant,Juncus longistylis,LONG-STYLED RUSH,Present
1214,Glacier National Park,Vascular Plant,Juncus mertensianus,MERTENS' RUSH,Present
1215,Glacier National Park,Vascular Plant,Juncus nevadensis var. badius,SIERRA RUSH,Present
1216,Glacier National Park,Vascular Plant,Juncus nodosus,TUBEROUS RUSH,Present
1217,Glacier National Park,Vascular Plant,Juncus parryi,PARRY'S RUSH,Present
1218,Glacier National Park,Vascular Plant,Juncus regelii,REGEL'S RUSH,Present
1219,Glacier National Park,Vascular Plant,Juncus saximontanus,DAGGER-LEAF RUSH,Present
1220,Glacier National Park,Vascular Plant,Juncus tenuis,SLENDER RUSH,Present
1221,Glacier National Park,Vascular Plant,Luzula arcuata ssp. unalaschcensis,CURVED WOODRUSH,Present
1222,Glacier National Park,Vascular Plant,Luzula fastigiata,SMALL-FLOWERED WOODRUSH,Present
1223,Glacier National Park,Vascular Plant,Luzula glabrata var. hitchcockii,SMOOTH WOODRUSH,Present
1224,Glacier National Park,Vascular Plant,Luzula multiflora ssp. multiflora,SWEEP'S BRUSH,Present
1225,Glacier National Park,Vascular Plant,Luzula parviflora ssp. parviflora,SMALL-FLOWERED WOODRUSH,Present
1226,Glacier National Park,Vascular Plant,Luzula piperi,PIPER'S WOODRUSH,Present
1227,Glacier National Park,Vascular Plant,Luzula spicata,SPIKED WOODRUSH,Present
1228,Glacier National Park,Vascular Plant,Achnatherum nelsonii ssp. dorei,SMALL NEEDLEGRASS,Present
1229,Glacier National Park,Vascular Plant,Achnatherum richardsonii,RICHARDSON'S NEEDLEGRASS,Present
1230,Glacier National Park,Vascular Plant,Agropyron cristatum,CRESTED WHEATGRASS,Present
1231,Glacier National Park,Vascular Plant,Agropyron scribneri,TICKLE-GRASS,Present
1232,Glacier National Park,Vascular Plant,Agrostis exarata,SPIKE-BENTGRASS,Present
1233,Glacier National Park,Vascular Plant,Agrostis humilis,ALPINE BENTGRASS,Present
1234,Glacier National Park,Vascular Plant,Agrostis stolonifera,REDTOP,Present
1235,Glacier National Park,Vascular Plant,Agrostis variabilis,VARIABLE BENTGRASS,Present
1236,Glacier National Park,Vascular Plant,Alopecurus aequalis,LITTLE MEADOW-FOXTAIL,Present
1237,Glacier National Park,Vascular Plant,Alopecurus alpinus,ALPINE MEADOW-FOXTAIL,Present
1238,Glacier National Park,Vascular Plant,Avena sativa,COMMON OAT,Present
1239,Glacier National Park,Vascular Plant,Beckmannia syzigachne,SLOUGH-GRASS,Present
1240,Glacier National Park,Vascular Plant,Bromus anomalus,NODDING BROME,Present
1241,Glacier National Park,Vascular Plant,Bromus carinatus,CALIFORNIA BROME,Present
1242,Glacier National Park,Vascular Plant,Bromus ciliatus,FRINGED BROME,Present
1243,Glacier National Park,Vascular Plant,Bromus commutatus,HAIRY CHESS,Present
1244,Glacier National Park,Vascular Plant,Bromus hordeaceus ssp. hordeaceus,SOFT BROME,Present
1245,Glacier National Park,Vascular Plant,Bromus inermis var. inermis,SMOOTH BROME,Present
1246,Glacier National Park,Vascular Plant,Bromus inermis var. pumpellianus,WAGNON PUMPELLY'S BROME,Present
1247,Glacier National Park,Vascular Plant,Bromus tectorum,CHEATGRASS,Present
1248,Glacier National Park,Vascular Plant,Bromus vulgaris,COLUMBIA BROME,Present
1249,Glacier National Park,Vascular Plant,Calamagrostis canadensis,BLUEJOINT REEDGRASS,Present
1250,Glacier National Park,Vascular Plant,Calamagrostis purpurascens,PURPLE REEDGRASS,Present
1251,Glacier National Park,Vascular Plant,Calamagrostis rubescens,PINEGRASS,Present
1252,Glacier National Park,Vascular Plant,Calamagrostis stricta ssp. inexpansa,NARROW-SPIKED REEDGRASS,Present
1253,Glacier National Park,Vascular Plant,Calamagrostis stricta ssp. stricta,SLIMSTEM REEDGRASS,Present
1254,Glacier National Park,Vascular Plant,Cinna latifolia,WOODREED,Present
1255,Glacier National Park,Vascular Plant,Dactylis glomerata,ORCHARD-GRASS,Present
1256,Glacier National Park,Vascular Plant,Danthonia californica,CALIFORNIA OATGRASS,Present
1257,Glacier National Park,Vascular Plant,Danthonia intermedia,TIMBER OATGRASS,Present
1258,Glacier National Park,Vascular Plant,Danthonia parryi,PARRY'S OATGRASS,Present
1259,Glacier National Park,Vascular Plant,Danthonia spicata,POVERTY OATGRASS,Present
1260,Glacier National Park,Vascular Plant,Danthonia unispicata,ONE-SPIKED OATGRASS,Present
1261,Glacier National Park,Vascular Plant,Deschampsia cespitosa ssp. cespitosa,TUFTED HAIRGRASS,Present
1262,Glacier National Park,Vascular Plant,Deschampsia elongata,SLENDER HAIRGRASS,Present
1263,Glacier National Park,Vascular Plant,Echinochloa crusgalli,BARNYARD-GRASS,Present
1264,Glacier National Park,Vascular Plant,Elymus alaskanus ssp. latiglumis,BROADGLUMED WHEATGRASS,Present
1265,Glacier National Park,Vascular Plant,Elymus canadensis,CANADA WILDRYE,Present
1266,Glacier National Park,Vascular Plant,Elymus elymoides,BOTTLEBRUSH GRASS,Present
1267,Glacier National Park,Vascular Plant,Elymus glaucus ssp. glaucus,BLUE WILDRYE,Present
1268,Glacier National Park,Vascular Plant,Elymus glaucus ssp. jepsonii,WESTERN RYEGRASS,Present
1269,Glacier National Park,Vascular Plant,Elymus lanceolatus ssp. lanceolatus,THICK-SPIKE WHEATGRASS,Present
1270,Glacier National Park,Vascular Plant,Elymus repens,QUACKGRASS,Present
1271,Glacier National Park,Vascular Plant,Elymus scribneri,SPREADING WHEATGRASS,Present
1272,Glacier National Park,Vascular Plant,Elymus smithii,WESTERN WHEATGRASS,Present
1273,Glacier National Park,Vascular Plant,Elymus trachycaulus ssp. subsecundus,BEARDED WHEATGRASS,Present
1274,Glacier National Park,Vascular Plant,Elymus trachycaulus ssp. trachycaulus,SLENDER WHEATGRASS,Present
1275,Glacier National Park,Vascular Plant,Festuca altaica,ROUGH FESCUE,Present
1276,Glacier National Park,Vascular Plant,Festuca baffinensis,BAFFIN ISLAND FESCUE,Present
1277,Glacier National Park,Vascular Plant,Festuca brachyphylla,ALPINE FESCUE,Present
1278,Glacier National Park,Vascular Plant,Festuca idahoensis,IDAHO FESCUE,Present
1279,Glacier National Park,Vascular Plant,Festuca occidentalis,WESTERN FESCUE,Present
1280,Glacier National Park,Vascular Plant,Festuca rubra,RED FESCUE,Present
1281,Glacier National Park,Vascular Plant,Festuca saximontana,SHEEP FESCUE,Present
1282,Glacier National Park,Vascular Plant,Festuca subulata,BEARDED FESCUE,Present
1283,Glacier National Park,Vascular Plant,Festuca vivipara,VIVIPAROUS  FESCUE,Present
1284,Glacier National Park,Vascular Plant,Glyceria borealis,NORTHERN MANNAGRASS,Present
1285,Glacier National Park,Vascular Plant,Glyceria grandis,REED MANNAGRASS,Present
1286,Glacier National Park,Vascular Plant,Glyceria striata,FOWL MANNAGRASS,Present
1287,Glacier National Park,Vascular Plant,Helictotrichon hookeri,SPIKE-OAT,Present
1288,Glacier National Park,Vascular Plant,Hesperostipa comata ssp. comata,NEEDLE-AND-THREAD,Present
1289,Glacier National Park,Vascular Plant,Hierochloe odorata,VANILLAGRASS,Present
1290,Glacier National Park,Vascular Plant,Hordeum brachyantherum,MEADOW BARLEY,Present
1291,Glacier National Park,Vascular Plant,Hordeum jubatum,FOXTAIL BARLEY,Present
1292,Glacier National Park,Vascular Plant,Koeleria macrantha,PRAIRIE JUNEGRASS,Present
1293,Glacier National Park,Vascular Plant,Leymus cinereus,GREAT BASIN WILDRYE,Present
1294,Glacier National Park,Vascular Plant,Leymus innovatus,BOREAL WILDRYE,Present
1295,Glacier National Park,Vascular Plant,Lolium perenne ssp. multiflorum,ITALIAN RYEGRASS,Present
1296,Glacier National Park,Vascular Plant,Lolium pratense,English fescue,Probably Present
1297,Glacier National Park,Vascular Plant,Melica bulbosa,COMMON ONIONGRASS,Present
1298,Glacier National Park,Vascular Plant,Melica smithii,SMITH'S ONIONGRASS,Present
1299,Glacier National Park,Vascular Plant,Melica spectabilis,SHOWY ONIONGRASS,Present
1300,Glacier National Park,Vascular Plant,Melica subulata,ALASKA ONIONGRASS,Present
1301,Glacier National Park,Vascular Plant,Muhlenbergia filiformis,SLENDER MUHLY,Present
1302,Glacier National Park,Vascular Plant,Muhlenbergia glomerata,MARSH MUHLY,Present
1303,Glacier National Park,Vascular Plant,Muhlenbergia richardsonis,MAT MUHLY,Present
1304,Glacier National Park,Vascular Plant,Nassella viridula,GREEN NEEDLEGRASS,Probably Present
1305,Glacier National Park,Vascular Plant,Oryzopsis asperifolia,ROUGH-LEAF RICEGRASS,Present
1306,Glacier National Park,Vascular Plant,Panicum capillare,COMMON WITCHGRASS,Present
1307,Glacier National Park,Vascular Plant,Phalaris arundinacea,REED CANARYGRASS,Present
1308,Glacier National Park,Vascular Plant,Phleum alpinum,ALPINE TIMOTHY,Present
1309,Glacier National Park,Vascular Plant,Phleum pratense,COMMON TIMOTHY,Present
1310,Glacier National Park,Vascular Plant,Piptatherum exiguum,LITTLE RICEGRASS,Present
1311,Glacier National Park,Vascular Plant,Poa alpina,ALPINE BLUEGRASS,Present
1312,Glacier National Park,Vascular Plant,Poa annua,ANNUAL BLUEGRASS,Present
1313,Glacier National Park,Vascular Plant,Poa arctica ssp. grayana,GRAY'S BLUEGRASS,Present
1314,Glacier National Park,Vascular Plant,Poa bulbosa,BULBOUS BLUEGRASS,Present
1315,Glacier National Park,Vascular Plant,Poa compressa,CANADA BLUEGRASS,Present
1316,Glacier National Park,Vascular Plant,Poa cusickii,CUSICK'S BLUEGRASS,Present
1317,Glacier National Park,Vascular Plant,Poa glauca ssp. rupicola,TIMBERLINE BLUEGRASS,Present
1318,Glacier National Park,Vascular Plant,Poa laxa ssp. banffiana,WEAK BLUEGRASS,Present
1319,Glacier National Park,Vascular Plant,Poa lettermanii,LETTERMAN BLUEGRASS,Present
1320,Glacier National Park,Vascular Plant,Poa nemoralis ssp. interior,INLAND BLUEGRASS,Present
1321,Glacier National Park,Vascular Plant,Poa palustris,FOWL BLUEGRASS,Present
1322,Glacier National Park,Vascular Plant,Poa paucispicula,BOG BLUEGRASS,Present
1323,Glacier National Park,Vascular Plant,Poa pratensis,KENTUCKY BLUEGRASS,Present
1324,Glacier National Park,Vascular Plant,Poa secunda,ROUGH BLUEGRASS,Present
